순번,질문제목,제목글자수,제목잘림,작성일,답변수,분류,태그,질문 본문,답변 발췌,답변자,링크,제목 신규어(자동완성에 없음)
65,실업급여 조건이 될까요?,13,N,2026.08.04.,7,고용보험,,,"이후 타회사에서 1개월 단기계약직 근무후 계약종료로 끝나게 되면 실업급여에 해당할까요? 네, 실업급여 수급 자격 대상에 해당할 수 있습니다. 구직급여(실업급여) 수급...",힘내세요(ho****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494593842&answerNo=1&qb=7Iuk7JeF6riJ7Jes,조건이
66,자진퇴사 실업급여,9,N,2026.08.27.,7,고용보험,,,4대보험 150일 이상 가입되었으며 1년근무 후 자진퇴사 예정입니다 퇴사일로부터 14일정도는 휴식을 취할 예정이고 이후부터 재취업 활동 열심히 할건데 실업급여...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494631788&answerNo=7&qb=7Iuk7JeF6riJ7Jes,
67,실업급여 관련 문의,10,N,2026.08.17.,7,고용보험,,,[실업급여 질문] 현 상황) 24년 9월 9일 입사 3개월 수습 후 계약서 작성 25년 9월 9일 재계약 재계약시 그전 계약서와 기본적인 사항들은 동일하나 급여는 바뀌였음...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494666974&answerNo=7&qb=7Iuk7JeF6riJ7Jes,
68,실업급여 합산,7,N,2026.08.10.,7,고용보험,,,전에직장이 173일 그전직장이 한달입니다 이렇게 피보험합산하고싶은데 전직장 이직확인서는있는데 그전직장(한달) gs물류센터라 번호도 없고 대표번호전화해도...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494669690&answerNo=3&qb=7Iuk7JeF6riJ7Jes,합산
69,아파서 받는실업급여조건,12,N,2026.09.01.,7,고용보험,,,일하다가 아파서 그만듄후 받는실업급여조건이궁금합니다 인터넷에선 휴직이나 그런근무형식변경이 안될때 근무중 병원다닐때 의사소견서 두가지가있다고들었는데...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494691125&answerNo=7&qb=7Iuk7JeF6riJ7Jes,"아파서, 받는실업급여조건"
70,실업급여 수급 자격,10,N,2026.08.11.,7,고용보험,,,24년1~12월까지 계약직으로 일하고 25년에 실업급여받고 25.11월~26년10월일하면 계약만료시 실업급여 받을수있어요? 안녕하세요. 한국공인노무사회-네이버 지식iN 상담...,이후록노무사(lhrd****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494692899&answerNo=3&qb=7Iuk7JeF6riJ7Jes,자격
71,알바도 실업급여 받을 수 있나요?,18,N,2026.08.11.,7,고용안정,,,아예 조건이 성립을 안 하나요? 알바 실업급여 안내 질문자님은 주 15시간 미만이라면 보통 대상이 아니구요 해고통지서는 꼭 받는 게 좋을거에요!,렌트못한병아리(jds0****),https://kin.naver.com/qna/detail.naver?dirId=6080401&docId=494696561&answerNo=2&qb=7Iuk7JeF6riJ7Jes,"알바도, 받을"
72,실업급여 금액,7,N,2026.09.03.,7,고용보험,,,"4년정도 다녔고, 급여가 440만원(세전) 이었다면 실업급여를 받을 시, 몇 개월 / 얼마를 받을 수 있나요?? 블로그에 정리해놨어요,참고해보세요. https...",,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494736250&answerNo=6&qb=7Iuk7JeF6riJ7Jes,
73,실업급여 일수,7,N,2026.08.16.,7,고용보험,"실업급여, 근무일수",,1 예전에 실업급여 한번고 안받았는데 실업급여를받을려고합니다 조회해보니 2017년도 일한것도있고 2024년도에 일용직일한것도있고 지금은 2026년이잖아요?...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494762389&answerNo=4&qb=7Iuk7JeF6riJ7Jes,
74,계약직하던 중 알바하면 실업급여 못 받나요?,24,N,2026.08.17.,7,고용보험,,,"해도 실업급여 수령에 문제가 생기나요? 즉, 계약직으로 일하면서 퇴근 후나 주말에 기타소득 나오는 알바를 하다가 계약직 계약종료 후 직장과 알바 모두 그만둔다고 하면...",갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494774310&answerNo=6&qb=7Iuk7JeF6riJ7Jes,"계약직하던, 알바하면, 받나요"
75,실업급여 관련질문,9,N,2026.08.18.,7,고용보험,,,인턴 3개월을 한뒤 정직원 전환 실패하여 계약만료로 퇴사하게 되었는데 실업급여가 1년차 이상부터 되는걸로 알고있는데 인턴하기전에 다니던 직장을 2년정도 다녔는데...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494782756&answerNo=3&qb=7Iuk7JeF6riJ7Jes,관련질문
76,권고사직 실업급여 알바,12,N,2026.08.18.,7,고용보험,실업급여,,"권고사직으로 퇴사하게 되어서, 실업급여 신청했습니다. 아직 결과는 안 나왔는데, 1일 알바도 하면 안되나요? 쿠팡같은거요 실업급여와 단기알바 실업급여 신청 중에도 하루...",렌트못한병아리(jds0****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494787156&answerNo=1&qb=7Iuk7JeF6riJ7Jes,권고사직
77,"알바 퇴직금, 실업급여",12,N,2026.08.19.,7,"고용, 고용복지","알바, 아르바이트, 퇴직금, 실업급여",,안녕하세요 제가 10월이 되면 알바가 딱 1년이 돼서 계약 종료로 퇴사를 하고 퇴직금과 실업급여를 받으려고 했습니다 그런데 7월에 점장님이 10월 이후 연장 생각이 있냐고...,최창국공인노무사(cc37****),https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494804987&answerNo=5&qb=7Iuk7JeF6riJ7Jes,
78,퇴직금 + 실업 급여,11,N,2026.08.23.,7,고용안정,"실업급여, 퇴직금",,팀장님 말로는 여기서 계약직으로 일하다 나가신 분들 모두 퇴직금이랑 실업급여 둘 다 받았다고 하더라구요. 제가 궁금한건 1. 계약기간 만료로 퇴직 시 퇴직금...,,https://kin.naver.com/qna/detail.naver?dirId=6080401&docId=494814963&answerNo=7&qb=7Iuk7JeF6riJ7Jes,
79,실업급여 기간 관련 문의드립니다!,18,N,2026.08.27.,7,고용보험,실업급여,,실업급여 일수 관련해서 질문드립니다. 현재 실업급여 만료일은 26년 12월 18일입니다. 그런데 제가 6개월 정도 근무 제안을 받았습니다. < 계약 종료일 27년 2월 28일 이 경우에...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494899267&answerNo=6&qb=7Iuk7JeF6riJ7Jes,문의드립니다
80,임금체불로 실업급여 신청,13,N,2026.08.31.,7,고용보험,,,임금체불로 실업급여 신청하려하는데 검색해보니 분할지급 포함해 합쳐서 총 지연일수가 60일 이상이면 자발적인 퇴사여도 임금체불 코드로 실업급여 신청가능하다고...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494959140&answerNo=4&qb=7Iuk7JeF6riJ7Jes,임금체불로
81,실업급여신청가능할까요?,12,N,2026.08.31.,7,고용보험,,,이런상황에 실업급여를 받을수있을까요? 징계해고에 해당되며 상기 사유로 사업장 신뢰에 있어 상당한 피해가 발생한 경우라면 모를까 그게 아니라면 수급 사유에 해당될수는...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494975007&answerNo=1&qb=7Iuk7JeF6riJ7Jes,실업급여신청가능할까요
82,퇴직금 및 실업급여,10,N,2026.08.31.,7,고용보험,,,1년 채우고 퇴직금을 받으면 실업급여 신청을 못하나요? 제가 입사일이 2025년 11월7일이고 오늘 사장님이 1년채우고 퇴직금을 받고 나갈래? 아니면 명절까지만(9월까지만하고)...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494976682&answerNo=4&qb=7Iuk7JeF6riJ7Jes,
83,실업급여 직원간 불화,11,N,2026.09.01.,7,고용보험,"실업급여, 실업급여수급자격, 해고예고수당",,퇴사할때 작성한 거는 아무것도 없었구요 사장님께서 실업급여 바로 신청 할 수 있게 오늘자로 이직확인서랑 고용보험 인가 그거 제출 해주신다고 하셨는데 오늘 전화와서...,청소년근로권익센터(yout****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494984582&answerNo=2&qb=7Iuk7JeF6riJ7Jes,"직원간, 불화"
84,실업급여 26-3,9,N,2026.09.01.,7,고용보험,,회사에서 퇴직을 권해서 퇴직하게 됬는데 이 사유도 실업급여 받을수 있나요? 회사에 피해를 끼칠만한 행동은 절대 안했고 단지 업무능력부족으로 퇴직을 했는데 비자발적 퇴사자가 아니라고 센터에 가서수급자격 신청서를 해라고 앱에사 떠서오ㅠㅠ,"질문자님이 올려주신 이미지의 이직사유는 03번, 즉 업무능력 부족 등으로 회사가 권고하여 퇴직한 경우입니다. 이 사유는 실업급여에서 비자발적 이직(수급 가능)로 인정되는 대표적인 유형입니다. 다만, 앱에서 “비자발적 퇴사자가 아니다 → 센터 방문하여 수급자격 신청서 작성”이라고 뜨는 이유는 자동 판정이 안 되어 고용센터에서 추가 확인이 필요하다는 의미입니다. 수급 불....",빛과소금,https://kin.naver.com/qna/detail.naver?answerNo=4&dirId=6080402&docId=494987334&kinsrch_src=pc_tab_kin&qb=7Iuk7JeF6riJ7Jes,
85,실업급여 이직사유 가능한가요?,16,N,2026.03.17.,6,고용보험,"실업급여조건, 실업급여대상, 실업급여계산기",,실업급여 가능할까요? 권고사직으로 되었으니 실업급여 대상 맞아요 걱정 안하셔도 됩니다 아래에서 실업급여 금액도 확인해 보세요,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=492305243&answerNo=4&qb=7Iuk7JeF6riJ7Jes,이직사유
86,실업급여 질문,7,N,2026.05.21.,6,고용보험,,,퇴직후 실업급여 신청하고 며칠안되서 재취업하면 실업급여는 꽝인가여? 아예 못받나요? 취업하시면 실업급여는 못 받아요,나랑(axsm****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493496301&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
87,실업급여 평균 임금 기준,13,N,2026.05.29.,6,고용보험,,,세금 떼기 전인가요 후인가요?? [답변] 세금 및 보험료 공제전 급여 기준입니다. 세후 기준 아닙니다...,사오정핵잠(gsah****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493610791&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
88,전 직장에 대한 실업급여,13,N,2026.09.03.,6,고용보험,,,전 직장에서 1년 계약 만료로 퇴사하게 되어 아르바이트 3개월 근무 후 퇴직했는데 전 직장에 대한 실업급여를 신청할 수 있을까요? 올해 2월 8개월동안 근무하고 전 직장을...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493651197&answerNo=7&qb=7Iuk7JeF6riJ7Jes,직장에
89,보험설계사 실업급여 수급,13,N,2026.06.19.,6,고용보험,"실업급여, 보험설계사",,처음 들어올때 여기는 실업 급여도 된다 라고 했는데 건강상 수술때문에 그만 둘 예정인데 일년은 했습니다ㅠ 가능할까요? 가능합니다만 고용보험에 가입되어있어야합니다,둥둥(seid****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493948654&answerNo=3&qb=7Iuk7JeF6riJ7Jes,보험설계사
90,실업급여 수급받고 같은 회사 재취업 후 다시,24,Y,2026.07.01.,6,고용보험,실업급여,,"제가 계약직으로 2년 근무 후 계약만료로 실업급여를 받았습니다. 실업급여 6개월 다 받은 상태인데, 같은 회사에서 다시 일할 생각 없냐고 연락을 받았어요. 회사 내규상 2년이...",가물치(h292****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494119958&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"수급받고, 같은, 재취업, 다시"
91,"실업급여.,",6,N,2026.07.03.,6,고용보험,,,실업급여 받는 중에도 가끔씩 일용직 알바 해도 되나요? 가령 쿠팡 알바 같은거요.. 실업급여 도중에 알바는 가능하지만 고용센터에 신고를 해야 하구요 그 날의 실업급여는...,빛나라 대한민국(kts7****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494149465&answerNo=3&qb=7Iuk7JeF6riJ7Jes,
92,실업급여 연장,7,N,2026.07.09.,6,고용보험,,,재판을 받고 사회봉사명령 160시간과 교육 면담등 보호관찰2년 집행유예3년을 받은상태입니다 실업급여 연장 자격이 되는지 궁금합니다 개별연장급여 신청이 아니라 수급연기...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494230872&answerNo=5&qb=7Iuk7JeF6riJ7Jes,
93,실업급여 신청기한,9,N,2026.07.20.,6,고용보험,,,"실업급여 신청은 퇴사후 바로 해야하나요 아니면 2-3개월후에 신청해도 되나요 실업급여 받을수 있는 기간이 270일이면 퇴사 후 2개월 내에,, 120일이면 퇴사 후 7개월 내에...",갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494384530&answerNo=2&qb=7Iuk7JeF6riJ7Jes,신청기한
94,실업급여 신청,7,N,2026.07.24.,6,고용보험,,,안녕하세요 어제 실업급여 교육듣고 왔는데 그것 들으면 돈이 들어와야 되는데 아직 않들어왔는데요 어제 쥐업드림인가 수첩도 받았는데 없는데요 듣기로는 실업급여 신청하면...,구미열린행정사(mu****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494436515&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
95,실업급여 날짜좀 봐주세요 정정,16,N,2026.07.27.,6,"고용, 고용복지",,,실업급여 날짜좀 봐주세요 정정합니다 작년 4월4일 가입 올해 1월7일 상실 되었다가 5월21일부터 넣고 있는데요 자영업자입니다. 날짜가 언제 쯤 고용보험 받을 수 있나요?...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494464664&answerNo=5&qb=7Iuk7JeF6riJ7Jes,"날짜좀, 정정"
96,3.3프로 실업급여,10,N,2026.07.27.,6,고용보험,"실업급여, 실업급여조건, 예술인실업급여",,3프로로 들어가있어서 4대보험 안들어져 있는 상태인데 실업급여 신청 해볼수있나요..?ㅠㅠ 3.3프로에는 급여 받은 내역 다 올라가있어요 3.3% 신고하면 실업급여 못...,종합도우미(boy8****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494478359&answerNo=1&qb=7Iuk7JeF6riJ7Jes,3프로
97,실업급여 끝났는데 실업크레딧 출금,18,N,2026.07.27.,6,고용보험,"실업급여, 실업크레딧",,"제가 1월부터 6월 12일을 마지막으로 실업급여 수급이 끝이났습니다 4월쯤에 실업크레딧 신청하라고 와서 신청해서 4,5,6월에 자동이체 되어나갔고 7월 27일에 2개월치가...",갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494483447&answerNo=5&qb=7Iuk7JeF6riJ7Jes,"끝났는데, 실업크레딧, 출금"
98,실업급여질문,6,N,2026.07.28.,6,고용보험,,,2024년1월31일퇴사(2년5개월근무)ㅡ공백ㅡ2026년8월5일입사8개월일한후 퇴사 두번째일한회사서 실업급여 요건으로 짤리면 첫번째일한회사근무 개월도 합산되나요 넵.!!...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494491319&answerNo=1&qb=7Iuk7JeF6riJ7Jes,실업급여질문
99,실업급여 부정인가요?,11,N,2026.07.30.,6,고용보험,,,"그래서 실업급여를 신청을 하려고 하는데 이것도 부정이될 수 있나요? 4대보험 모두 가입으로 근무 및 최종 비자발적 퇴사, 근무기간 중 피보험 단위일수가 최소 180일 이상인...",갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494526029&answerNo=5&qb=7Iuk7JeF6riJ7Jes,부정인가요
100,실업급여 취업,7,N,2026.07.30.,6,고용보험,"실업급여, 취업",,안녕하세용 실업급여 관련해서 궁금한게 있어 올려봅니다. 제가 8월10일이 마지막 실업급여날짜인데 8월3일부터 취업을 해서 직장에 다닙니다. 남은 실업급여는...,청소년근로권익센터(yout****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494527151&answerNo=5&qb=7Iuk7JeF6riJ7Jes,
101,퇴직금 실업급여,8,N,2026.07.31.,6,"고용, 고용복지",,,퇴사후 실업급여 인정될까요? 인포데스크 업무라면 근로자성인정이 어렵지 않습니다. 따라서 1년 이상 근무하고 퇴사하면 퇴직금이 발생합니다. 만약 주휴수당을 지급받지...,공인노무사 김동희(holy****),https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494535512&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
102,실업급여 부정수급에 걸릴수도 있나요?,20,N,2026.08.01.,6,고용보험,,,"실업급여 수급기간 중 본인계좌에서 본인의 타행 계좌로 60만원 입금 실제 근로한 사실도 없고, 자신의 계좌에서 자신의 계좌로 송금했지만 은행 적금상품의 우대금리조건인...",신천옹(cjro****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494553625&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"부정수급에, 걸릴수도"
